Type,                        Txhash,                        BlockTime Unix,                        BlockTime,                        Fee (SOL),                        TokenAccount,                        ChangeType,                        SPL BalanceChange,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenName(off-chain),                        Symbol(off-chain),                        SolTransfer Source,                        SolTransfer Destination,                        Amount (SOL)
TokenChange,5XCTSu4sw2mgSfaVNyHH9aSJT32PVZC96pRvS6Xn93F4pXqACYmHYf2kCcjDid48Nsjfjtep6ShunCTzMZufnAuN,1673628355,2023-01-13T16:45:55,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,1.515275,710.469075,711.98435,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,3jDT7U6PRaPcCW7ZpKAEBgSXnAwzKwF9AS6SUyBr16PoLT7H5ce4XVkDSX1vecKZBDoqJNrZWbf2P88AtvwXvmdB,1673628210,2023-01-13T16:43:30,0.000005,FQHuPbV8QeiYPNXX76TygGa78X7ZSwuErQwSrEz37pG,dec,-10000000,10000000,0,G7ShEqeEmPogtqEWs8CLG2t6dj1vo6geDzokpckEg7Fj,Bumpp Inu,BUMPP,,,
TokenChange,3AdADP6nG1bhiGWyPEtPFs8rYscKVQxT5Ha3vNpxeqeqLPSmLdM78sWBjtKdTY6Fbs64TCZrJy4CZ1Ae8az7nYJ7,1673628080,2023-01-13T16:41:20,0.000005,8GnnA8PGfxQvsNpBRkn1NPSNYCkaWhybFcL7uKksdLGx,inc,0,,0,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,Bonk,,,
TokenChange,36Ffuf64eKAz2bvtNWowr395QWSpx8pj9CWopupbRNtUddSq8r6n6BtJQKAaowtDXUkZBvkcy495FWXKmk7rV2um,1673610725,2023-01-13T11:52:05,0.000005,FQHuPbV8QeiYPNXX76TygGa78X7ZSwuErQwSrEz37pG,inc,10000000,,10000000,G7ShEqeEmPogtqEWs8CLG2t6dj1vo6geDzokpckEg7Fj,Bumpp Inu,BUMPP,,,
TokenChange,4g65QXjCRbbNxStJNv2TknxSdSWxQDJbJvdpU8zarqyXH7gvSJ4M9xcpt7AKUTNJEeAcqof1uDvtfTg8Y34APeXp,1673498207,2023-01-12T04:36:47,0.000005,6CKPJVSK7PtwR9PDuxmrtaPrxaf88V7Ep2jUuNQig4Kx,inc,0.013170949,,0.013170949,EZF2sPJRe26e8iyXaCrmEefrGVBkqqNGv9UPGG9EnTQz,FUMoney,FUM,,,
TokenChange,2TMYkR8sPur2dMXqZfrxd6UYFsqK93sipswdkhKfhKf2hpqEDg9qaizRBEtSFLyiZ2NcPVYzn8y4dx7NxphkFRec,1673498152,2023-01-12T04:35:52,0.00001,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,inc,237.73634375,,237.73634375,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,4VEbHfyLtbgYjYR8z3hUTCJHK7YGha7tjzmwxfNGiTXsYCdzp7U1mYpvycGohxPK9JjHBxwqXK48LgB8TwjnehvJ,1673498126,2023-01-12T04:35:26,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,11.882304675,100.872285625,112.7545903,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,2o2ovJBNuNqcJC5AHuppZERtq5SkCTYVHeju2FvUmT5uzh3EoWS2k7YtmxNrhPWnM6hmr5vzAMxxEZKdLTePg1ii,1673498073,2023-01-12T04:34:33,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,inc,16.636375,0.000014991,16.636389991,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,2argUYh2fGwpgNGWTHc6oTwmMLbwDCJVQ96oNGMQGLJUJkPTEXh4K7n6Xx1u7RU51UjtJjj6bPqQ8NKiyPLsVezB,1673240260,2023-01-09T04:57:40,0.000005,AD42wiaHPgAvMLeWNdSc6CARpSziRovAKQCuhzuSN8x5,dec,-1,1,0,F4BUKHKaf2ZBUAmKXy8GLeSyEHGL8BLnfXDVXCW97A5M,SolChan Pet #858,,,,
TokenChange,3kfuKLurPtpq31cXrAruiSSxfBP2f38M4xjJPmMGnbJcrFYrnMLBTS7bVjH92LDGXT33j8PYUZ41K8UaryGRTAUu,1673237803,2023-01-09T04:16:43,0.000005,2ABFKJTiMjUjUShtpTBKDSyA9SQc9qcxpbumgCxWsbPN,closedAccount,1,1,,A9ZCrTZSBdxLuJct9MJiNZmGPwyv9UcGAfUxgWh2kjwm,Orca,,,,
TokenChange,2B3f2vQgWuq6p4HwXtUkHKAerYzngyFsvzJJwtL4Yub3255KxwmP6RHnwur3urdZBq9ModeTQfiY7whSJDxPbfhF,1673236580,2023-01-09T03:56:20,0.000005,2ABFKJTiMjUjUShtpTBKDSyA9SQc9qcxpbumgCxWsbPN,inc,1,,1,A9ZCrTZSBdxLuJct9MJiNZmGPwyv9UcGAfUxgWh2kjwm,Orca,,,,
TokenChange,3YTWuBVbPPjCirfjHBfZwJ94rHrqvzGXka2A99PZjsB8BXB96fEYrjMP5Z2n7LMTQf4bRajqj8KkQdnucnJmWr3D,1673196061,2023-01-08T16:41:01,0.000005,2XLrjx9okCYo8eaYACC4pExoJDmyVWE2XWk2uvptEbM2,dec,-1,1,0,8nRtsapRFR6yrLaaKCKsNC1ttD2Ps45GTuc6AysTa2tw,Creature #2358,SC,,,
TokenChange,4GmTJMoJYKX6qnd1SELCHp9zsssgaKJqUrY3X8DrNnmRfepKQikW94uagAVyVZYRS3AQo3bhqq2PxsxjdZZAgjx2,1673195969,2023-01-08T16:39:29,0.00001,2XLrjx9okCYo8eaYACC4pExoJDmyVWE2XWk2uvptEbM2,changeOwner,,1,1,8nRtsapRFR6yrLaaKCKsNC1ttD2Ps45GTuc6AysTa2tw,Creature #2358,SC,,,
TokenChange,4sBUA4HEkc5eQohVH2MvgeaSg9thdLfMqCV37upcjhg74gCkUp6hXi2o1kbiqnzgNm8gvcgPsSg8SHtfZutznPGP,1673195896,2023-01-08T16:38:16,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,dec,-0.549429453,0.549444444,0.000014991,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,4sBUA4HEkc5eQohVH2MvgeaSg9thdLfMqCV37upcjhg74gCkUp6hXi2o1kbiqnzgNm8gvcgPsSg8SHtfZutznPGP,1673195896,2023-01-08T16:38:16,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,0.017097,710.451978,710.469075,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,4c36X99h9ywGapwRMQ8bcNRLRhYwBZaQhSBv39AKSMFJApiH7HhYjE922qTzyf3vF63R1f1ciKB7azR2BVdkQevC,1673159017,2023-01-08T06:23:37,0.00001,Cc9zdZeqDyugMsABbBA3ot8WfDgjsUVmzhCLdoPC4thU,changeOwner,,1,1,F3dPK8imEzTbh657ohrbsUSiZ6nGTifYTS1NTpbL6qof,Creature #2033,SC,,,
TokenChange,3TCFLMPcwe8rs3v5mJAyfCscnYp55ECD38EeBuCUGKuNq9trhH1Heh1SdwKs7RSMffVEm67tAo4BFjZ4jPxTynsd,1673158887,2023-01-08T06:21:27,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,dec,-4,714.451978,710.451978,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,3fqAnF11JnR3q2hj6JgC9LRBSECMt2WpBVhdzWYLuwyQXMNSV3RTBSiDTbqJXxzAPyQWrNS9T6kn75YEZVzmhdZV,1673157834,2023-01-08T06:03:54,0.00001,2XLrjx9okCYo8eaYACC4pExoJDmyVWE2XWk2uvptEbM2,inc,1,,1,8nRtsapRFR6yrLaaKCKsNC1ttD2Ps45GTuc6AysTa2tw,Creature #2358,SC,,,
TokenChange,33fRY8FiDsdvNh559WhwJg7hSsD1fgNySEnL2b7f6CYh1gVTyxNrcygCbVvAeidrkMtSQWEnRiVX1iGeCr9wY76N,1673156551,2023-01-08T05:42:31,0.000105,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,inc,-12,12.549444444,0.549444444,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,dKLHVunXGZ7LVJgEUmxXEKhNXNk5op5nu69E4mAAPYbt1dMYUr7nhmfak6AFBdbKACGHpiLieecb5VQCnkj31x9,1673156302,2023-01-08T05:38:22,0.000105,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,dec,-21,121.872285625,100.872285625,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,3gFEBdYaoBpn1NxUqTvfMnJ8UnXTuYyABr5xLuCfekxjupyv4mzVf9HwFBH7NpTCxHfoy2AGkbPW3AzYhzhpSyvE,1673156154,2023-01-08T05:35:54,0.000005,72KJVP3sDud7M929cfxTnUfAsG9ibLPcpsHPoZFTSLPE,closedAccount,0,0,,8NFa3QXg3kKqvdmJNjUhzqwvAnUYA9F5R4ymyjJfHcVB,Baby Bonk Inu,,,,
TokenChange,3gFEBdYaoBpn1NxUqTvfMnJ8UnXTuYyABr5xLuCfekxjupyv4mzVf9HwFBH7NpTCxHfoy2AGkbPW3AzYhzhpSyvE,1673156154,2023-01-08T05:35:54,0.000005,DoJ5G79AHhmVAejV5KePdBFX91yVXGt2ewwNMLtvodRz,closedAccount,0,0,,9WmYjT6AxB717zu8fhtzboSSSyS7mg9DD7p329xKhhCK,DEGEN NEWS #2719,DN,,,
TokenChange,3gFEBdYaoBpn1NxUqTvfMnJ8UnXTuYyABr5xLuCfekxjupyv4mzVf9HwFBH7NpTCxHfoy2AGkbPW3AzYhzhpSyvE,1673156154,2023-01-08T05:35:54,0.000005,8GnnA8PGfxQvsNpBRkn1NPSNYCkaWhybFcL7uKksdLGx,closedAccount,0,0,,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,Bonk,,,
TokenChange,S45GvRx4jMphbJZKhCzqUYZFSDn5yBvhZE9LW1NKXiijvh6wfe49STbEDx4ddcLg74bo1UxUPJuGXmbzbBTyxCq,1673156154,2023-01-08T05:35:54,0.000005,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,closedAccount,0.000004047,0.000004047,,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,4fvcrMze6ovRT5KcQqyTYDsWJ3qSArV1W7qpJUz7p3W7e9SW7i17UoSYwqxpSNLYgzPBeF1UmnLRBwNYRzx4GhB4,1673156070,2023-01-08T05:34:30,0.000005,AybSSfw7PGFRwiLt3JGHix5GxRGE5btgw3uU63PqGLBP,closedAccount,1,1,,AZZ8CYuSBZEu2FGKprH5R9QwuYpTLZCfvGVttxGTTPrm,Orca,,,,
TokenChange,7qkN3EpYtPFVjT51iJ6qvfBMcBjbpwJnYbawjGvF6bg6n3aHQNXWgFgHMZ8Vv8hZmohg3UD8hZcF6vand2xeTv9,1673156052,2023-01-08T05:34:12,0.000005,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,inc,-223.748859842,223.748863889,0.000004047,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,23C3LFPczbz4mzase2d8Dw83PDywsUQoZqnDZ54RRCyqmFkAs78iYdSrB4Bz6dC2vFnmLAoU4YMAb7MLJcP9QKVL,1673155943,2023-01-08T05:32:23,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,8.97217605,112.900109575,121.872285625,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,5VDSoB7dFwrfDvFEN5bknBr2xrb3VAwW4umrZgZEhhuE9oYbsVJ3ARzbqPYfFJqxEx4UtutTthvSddg8Roajn4XE,1673155839,2023-01-08T05:30:39,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,inc,12.549444444,,12.549444444,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,64edE2mURtVWpAnzb8W5ri3Kk2Ne4oHhrwKhEx6QA2ou1P26woqDgqLdpMpqzaG2r81b1Xfycu2Tb9t6yaPjKeVG,1673155811,2023-01-08T05:30:11,0.00001,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,inc,223.748863889,0,223.748863889,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,4JRKQ2pRFzKUgtuufnUgsgpDJHVrQrjQWBBdbtACm6QbjAvnUumY9CdmSXubjHdwP2hE44s9Vvs1wWF3kttT4h1t,1673152921,2023-01-08T04:42:01,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,3.92324,710.528738,714.451978,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,62yv9rCrJzVx1byEXu2rTyBRQtVJMkiZoqYPotJYPdxTwi3dhwhFPQ4m8ijPceWaEcqnThcYVy4WZg2ZCnnanvtD,1673104824,2023-01-07T15:20:24,0.00001,DoJ5G79AHhmVAejV5KePdBFX91yVXGt2ewwNMLtvodRz,dec,-1,1,0,9WmYjT6AxB717zu8fhtzboSSSyS7mg9DD7p329xKhhCK,DEGEN NEWS #2719,DN,,,
TokenChange,3YrBXoQp8Tr9V2LX3QSqSSQQr49wmkkv7m3HPjch8WkWk7qkvLg1zq5uMcqSWZ6T2RDvjitHy2E4tqz3ujnqhCaU,1673103884,2023-01-07T15:04:44,0.000005,72KJVP3sDud7M929cfxTnUfAsG9ibLPcpsHPoZFTSLPE,dec,-37777,37777,0,8NFa3QXg3kKqvdmJNjUhzqwvAnUYA9F5R4ymyjJfHcVB,Baby Bonk Inu,,,,
TokenChange,3YrBXoQp8Tr9V2LX3QSqSSQQr49wmkkv7m3HPjch8WkWk7qkvLg1zq5uMcqSWZ6T2RDvjitHy2E4tqz3ujnqhCaU,1673103884,2023-01-07T15:04:44,0.000005,7Qvax1jZNMohXxUHzNpUzheQN5N4VZZvKoQz7KqiSmTQ,closedAccount,0,0,,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,,,
TokenChange,29mtiji8jF3Ge86YdNnCW5GXRA9GkFo5voxaWtqg5VwKLoh592N6LkvqjD6bqSQrN7hrSEys32XFczSNjnGuRGBD,1673103583,2023-01-07T14:59:43,0.000005,7Qvax1jZNMohXxUHzNpUzheQN5N4VZZvKoQz7KqiSmTQ,inc,0,,0,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,,,
TokenChange,3MxCZn1vWapQmKmp9LTn9YBUuG5SNGnfxX8mxUPWCSbBVknCMvd51G8EPdrrChd9zgvc1TiyqttGt2n4FChzEoPz,1673070907,2023-01-07T05:55:07,0.000005,AybSSfw7PGFRwiLt3JGHix5GxRGE5btgw3uU63PqGLBP,inc,1,,1,AZZ8CYuSBZEu2FGKprH5R9QwuYpTLZCfvGVttxGTTPrm,Orca,,,,
TokenChange,5VY6sh2VYJgddy7p8xkwsxVthqnpyAw1mxFNbG2jMX15ph66eYsG9UMXzjYCatVryuxVmpULCDWe7kddM7MvJSoS,1673054267,2023-01-07T01:17:47,0.000005,72KJVP3sDud7M929cfxTnUfAsG9ibLPcpsHPoZFTSLPE,inc,37777,,37777,8NFa3QXg3kKqvdmJNjUhzqwvAnUYA9F5R4ymyjJfHcVB,Baby Bonk Inu,,,,
TokenChange,3f8ncuo8YzSuPZsHTQX3mbguFXRznQ66zyfjG2Mhv76bdL9gdvkAefoHtE8Y6JCDzjvLWoEy4jBr87uxCPzB8PaW,1672985763,2023-01-06T06:16:03,0.000005,7Qvax1jZNMohXxUHzNpUzheQN5N4VZZvKoQz7KqiSmTQ,closedAccount,0.005967869,0.005967869,,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,,,
TokenChange,3vQtfoVdhDdv2ECSVdrkFd5SDZD3eP5X4Lkt8C6c1YUk62MH8pNgS5ksJWBXdL3SWfSSnDdA46WABW1ZRpLfqvzp,1672985759,2023-01-06T06:15:59,0.000005,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,dec,-104.319441667,104.319441667,0,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,3vQtfoVdhDdv2ECSVdrkFd5SDZD3eP5X4Lkt8C6c1YUk62MH8pNgS5ksJWBXdL3SWfSSnDdA46WABW1ZRpLfqvzp,1672985759,2023-01-06T06:15:59,0.000005,7Qvax1jZNMohXxUHzNpUzheQN5N4VZZvKoQz7KqiSmTQ,inc,0.005967869,0,0.005967869,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,,,
TokenChange,5safxvstGmkhbCSBL1ruQA4GuMpRykTfQqhmdZawGxnS1JQoBsnQuVaCYozJXPb6PfWhhmrLnqYENNJKwHxqfktc,1672985749,2023-01-06T06:15:49,0.000005,7Qvax1jZNMohXxUHzNpUzheQN5N4VZZvKoQz7KqiSmTQ,inc,0,,0,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,,,
TokenChange,58MjbAspmxbHqZRWo4NV5Xck4q1ypaTzVZ98TB9tqfefQpE4rkV4XawNT23Xb5UdTBf1aSDggLjSFPWb8QgGV1mf,1672985406,2023-01-06T06:10:06,0.000005,8GnnA8PGfxQvsNpBRkn1NPSNYCkaWhybFcL7uKksdLGx,dec,-1000000,1000000,0,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,Bonk,,,
TokenChange,577JEA1j4njSx8mqp96g32tcN5g9mEfXgZ91UFXEtkscpQLB7HyMu1VipGMDb85xkdFiGWAWSKaTTx8niPUubsaK,1672968845,2023-01-06T01:34:05,0.000005,8GnnA8PGfxQvsNpBRkn1NPSNYCkaWhybFcL7uKksdLGx,inc,1000000,0,1000000,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,Bonk,,,
TokenChange,43Co3dxTXyGkYVj5dveiknNasVyw9Kba7B9JvHMGb4dwZ4DVzG2PD3xwSbyCaeT6bZfCjWjz55CTB7vjaE7wmobM,1672927421,2023-01-05T14:03:41,0.000005,8GnnA8PGfxQvsNpBRkn1NPSNYCkaWhybFcL7uKksdLGx,dec,-1302895.09077,1302895.09077,0,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,Bonk,,,
TokenChange,43Co3dxTXyGkYVj5dveiknNasVyw9Kba7B9JvHMGb4dwZ4DVzG2PD3xwSbyCaeT6bZfCjWjz55CTB7vjaE7wmobM,1672927421,2023-01-05T14:03:41,0.000005,7Qvax1jZNMohXxUHzNpUzheQN5N4VZZvKoQz7KqiSmTQ,closedAccount,0,0,,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,,,
TokenChange,5363fRwjTMkBGBGVXd71Ldm2S3oNrnVAawK5VsgeAX5zv7LixF3dvp6Lo6Sav91xazajMzsuHH3MsqbiFf1u2ax3,1672926007,2023-01-05T13:40:07,0.000005,7Qvax1jZNMohXxUHzNpUzheQN5N4VZZvKoQz7KqiSmTQ,inc,0,,0,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,,,
TokenChange,3it5qwyykHrBzLidYUUSexF1cGuFtEW22nS9kMxANJ9QFAzToUh57gdEQ6SWBxYu9Wf73ZSjp5Rkfig5zu3ae7jF,1672899108,2023-01-05T06:11:48,0.000005,8GnnA8PGfxQvsNpBRkn1NPSNYCkaWhybFcL7uKksdLGx,inc,258732.76581,1044162.32496,1302895.09077,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,Bonk,,,
TokenChange,3it5qwyykHrBzLidYUUSexF1cGuFtEW22nS9kMxANJ9QFAzToUh57gdEQ6SWBxYu9Wf73ZSjp5Rkfig5zu3ae7jF,1672899108,2023-01-05T06:11:48,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,dec,-1,711.528738,710.528738,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,4rwyx398yUeVriDLx6YPrqWhDpWDfJDPRLC1z7brM6GyAENYrWRmCh5rf9VFPCtzqaFU9PKbozHCjbM5xehaP93n,1672898783,2023-01-05T06:06:23,0.000005,8GnnA8PGfxQvsNpBRkn1NPSNYCkaWhybFcL7uKksdLGx,inc,1044162.32496,0,1044162.32496,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,Bonk,,,
TokenChange,4rwyx398yUeVriDLx6YPrqWhDpWDfJDPRLC1z7brM6GyAENYrWRmCh5rf9VFPCtzqaFU9PKbozHCjbM5xehaP93n,1672898783,2023-01-05T06:06:23,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,dec,-4,715.528738,711.528738,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,5QitobTzM457wtqtDwtuxHVo4syctN8LenuUuKh41NGoUbRYGqRuxdgzN6rHsBWTCJBE243ZKHQ4A2z3XifnWjkG,1672898495,2023-01-05T06:01:35,0.000005,8GnnA8PGfxQvsNpBRkn1NPSNYCkaWhybFcL7uKksdLGx,inc,0,,0,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,Bonk,,,
TokenChange,57YppS5x2y5ep1HL8pdGPTj4oVZVyVSs3rLzTYnq2nfD2wjj3tQPrjzFr1urYnD1sceoPL4s5ntAGCkvUQmVaVx2,1672897855,2023-01-05T05:50:55,0.00001,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,inc,104.319441667,,104.319441667,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,3LQ6zz6HX3Rgp7vW5WFuq1BMW1g9w6sEs8cCgnnwAjD2DmsGmfTha8JxuUD9484a45CdvVHUP3qNkwUuTQ5KHDVV,1672897802,2023-01-05T05:50:02,0.000005,2PcdP88AKzRYamWCfWcQJKaydTjviVoXxk9vumAXJxkC,inc,1,,1,4bfwV7wFLMnVhZpbfLFrjhUFkgtKSCrGsEnjA8gNhioS,Cow #3253,COWS,,,
TokenChange,4aw8HQvGhaMvTMrJSZez8Hq1UDAAMEGBNamfFdWvVibTWCyANQ4PHUnMvqVt2hv4MzYDcs8gZB6qmQozRjpD29U3,1672897679,2023-01-05T05:47:59,0.000005,3dTFVQ31jVCMcLm8aZtHCr1tGy5GtkyuLSstb6hCkdvA,closedAccount,1,1,,42Pymg6NiqDNCAqnqwdWb3L44sfpo8M58sHFVj9mmMqF,Cet #5059,CoC,,,
TokenChange,vGqiacrKZaLGruTg5FNYoMCx5JZ7rKfVrPwiy2Fh5Ah1UQVAfNsskEhkXeiWWNRM1QR3ybNy95TqyKAS7WJyVAY,1672897565,2023-01-05T05:46:05,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,3.06878715,109.831322425,112.900109575,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,3HGR11yTUx8417hH7SVXBWddNyg3TaGyADR3rQTa4oYQCZdrBzYdvCNM6RzDYuCjyAsyS2VDq5uyD3fLHk1DwRtk,1672895818,2023-01-05T05:16:58,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,15.051383,700.477355,715.528738,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,5KA31pVwpp1nrX7U4a5AnYss6NQ7uZBXFkzKxkyr3j5RXidt5ARsUbM3hSz8KvPoUD4sy2rEJ8h1UVYvRWwK14sk,1672891380,2023-01-05T04:03:00,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,closedAccount,0.000005827,0.000005827,,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,yCfGw71j7R7kemcEtsAtV41jDS5nTWr2UUKwRjM41CYNhyN1rTxMuoHzi3giC9VgZeXEvhqjunPhpQrbWVx2v23,1672891168,2023-01-05T03:59:28,0.00001,AD42wiaHPgAvMLeWNdSc6CARpSziRovAKQCuhzuSN8x5,changeOwner,,1,1,F4BUKHKaf2ZBUAmKXy8GLeSyEHGL8BLnfXDVXCW97A5M,SolChan Pet #858,,,,
TokenChange,45SdiHpwpKyF85gEXhnwmtjWH8V2CAybo9AuL5D3CxgZqj8z3thnLpeRKckoxn4wV8yJuPfvA1Y8kx85ggTDBnub,1672891148,2023-01-05T03:59:08,0.00001,2tk6SVQcRteGd2LV3FbdKhJAKmsEr1JaWQ21wcnmRVYb,changeOwner,,1,1,FAw9i8HrtK3vdsg91uakKNNodYXVAov5NbWig2ZTLi2f,SolChan Pet #538,,,,
TokenChange,3uyNmCUAneVM2WJoqSeaB8Z2vKVwZvY1LiQ3nDS6AKHXpNiu14BVRe5f1LBZqHntgGHyLuW5i5NtQuRfGGmuDCGy,1672891114,2023-01-05T03:58:34,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,inc,-3.483481059,3.483486886,0.000005827,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,3uyNmCUAneVM2WJoqSeaB8Z2vKVwZvY1LiQ3nDS6AKHXpNiu14BVRe5f1LBZqHntgGHyLuW5i5NtQuRfGGmuDCGy,1672891114,2023-01-05T03:58:34,0.000005,7Qvax1jZNMohXxUHzNpUzheQN5N4VZZvKoQz7KqiSmTQ,closedAccount,0,0,,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,,,
TokenChange,27QXR2hyrpgtKJGJYskx6TjBYZVDL7a8jFgcN6RuEVLuCxyTFEjB7HrJbCgo8ZcAPRHptAqT5fjoDJaK416ML72b,1672891077,2023-01-05T03:57:57,0.000005,A3NEL7FF4yDTzjwvhtEhjuVFrUstJ4V37tX31pPTS78Y,closedAccount,1,1,,F3Mkfz8xteYeiuGfh8gZd7CVsVkmEhD4Xa4wf2jYU9YC,SolChan Pet #470,,,,
